Risk,Description
"FAILED","""2.5.1.3 Ensure all user storage CoreStorage volumes are encrypted"" : [FAILED]

Apple introduced CoreStorage with 10.7. It is used as the default for formatting on macOS volumes prior to 10.13.

All HFS and CoreStorage Volumes should be encrypted

Rationale:

In order to protect user data from loss or tampering, volumes carrying data should be encrypted

Impact:

While FileVault protects the boot volume data may be copied to other attached storage and reduce the protection afforded by FileVault. Ensure all user volumes are encrypted to protect data.

Solution:
Use Disk Utility to erase a disk and format as macOS Extended (Journaled, Encrypted)

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5,800-53|IA-5(1),CSCv7|13.6,CSCv7|14.8,CSCv8|3.9,CSCv8|3.11,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5,ITSG-33|IA-5(1),LEVEL|1M,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/sbin/diskutil cs list
expect: Encryption[\s]+Type[\s]*:[\s]*AES-XTS

Actual Value:
The command '/usr/sbin/diskutil cs list' returned : 

No CoreStorage logical volume groups found"
"FAILED","""2.5.2.2 Ensure Firewall Is Enabled"" : [FAILED]

A firewall is a piece of software that blocks unwanted incoming connections to a system. Apple has posted general documentation about the application firewall.

http://support.apple.com/en-us/HT201642

Rationale:

A firewall minimizes the threat of unauthorized users from gaining access to your system while connected to a network or the Internet.

Impact:

The firewall may block legitimate traffic. Applications that are unsigned will require special handling.

Solution:
Perform the following to turn the firewall on:
Graphical Method:

Open System Preferences

Select Security & Privacy

Select Firewall

Select Turn On Firewall

Terminal Method:
Run the following command to enable the firewall:

$ sudo /usr/bin/defaults write /Library/Preferences/com.apple.alf globalstate -int <value>

For the <value>, use either 1, specific services, or 2, essential services only.
Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.firewall

Add the key EnableFirewall

Set the key to <true/>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-171|3.12.3,800-171|3.13.1,800-171|3.13.5,800-53|CA-7,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,800-53|SC-7,CN-L3|8.1.10.6(j),CSCv7|5.1,CSCv7|9.4,CSCv7|9.5,CSCv8|4.1,CSCv8|4.5,CSCv8|13.1,CSF|DE.AE-1,CSF|DE.AE-2,CSF|DE.AE-3,CSF|DE.CM-1,CSF|DE.CM-2,CSF|DE.CM-3,CSF|DE.CM-6,CSF|DE.CM-7,CSF|DE.DP-1,CSF|DE.DP-2,CSF|DE.DP-3,CSF|DE.DP-4,CSF|DE.DP-5,CSF|ID.GV-1,CSF|ID.GV-3,CSF|ID.RA-1,CSF|PR.AC-1,CSF|PR.AC-5,CSF|PR.DS-5,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.IP-7,CSF|PR.IP-8,CSF|PR.PT-3,CSF|PR.PT-4,CSF|RS.AN-1,CSF|RS.CO-3,CSF|RS.MI-3,GDPR|32.1.b,GDPR|32.1.d,GDPR|32.2,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(b),HIPAA|164.312(d),ISO/IEC-27001|A.13.1.3,ITSG-33|CA-7,ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,ITSG-33|SC-7,LEVEL|1A,NESA|M1.2.2,NESA|M5.3.1,NESA|M5.4.1,NESA|M6.2.2,NESA|T3.2.5,NESA|T4.5.4,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS1,NIAv2|GS2a,NIAv2|GS2b,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|3.2,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|5.2.3,QCSC-v1|6.2,QCSC-v1|7.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3,TBA-FIISB|43.1

Policy Value:
plist_name: /Library/Preferences/com.apple.alf
plist_item: globalstate
regex: [12]
plist_option: CANNOT_BE_NULL

Actual Value:
0"
"FAILED","""2.5.2.3 Ensure Firewall Stealth Mode Is Enabled"" : [FAILED]

While in Stealth mode the computer will not respond to unsolicited probes, dropping that traffic.

http://support.apple.com/en-us/HT201642

Rationale:

Stealth mode on the firewall minimizes the threat of system discovery tools while connected to a network or the Internet.

Impact:

Traditional network discovery tools like ping will not succeed. Other network tools that measure activity and approved applications will work as expected.

This control aligns with the primary macOS use case of a laptop that is often connected to untrusted networks where host segregation may be non-existent. In that use case hiding from the other inmates is likely more than desirable. In use cases where use is only on trusted LANs with static IP addresses stealth mode may not be desirable.

Solution:
Perform the following to enable stealth mode:
Graphical Method:

Open System Preferences

Select Security & Privacy

Select Firewall Options

Turn on Enable stealth mode

Terminal Method:
Run the following command to enable stealth mode:

$ sudo /usr/libexec/ApplicationFirewall/socketfilterfw --setstealthmode on

Stealth mode enabled

Profile Method:

Edit a configuration profile with the PayLoadType of com.apple.security.firewall

Add the key EnableStealthMode

Set the key to <true/>

Note: This key must be set in the same configuration profile with EnableFirewall set to <true/>. If it is set in it's own configuration profile, it will fail.

Additional Information:

http://docs.info.apple.com/article.html?artnum=306938

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-171|3.13.1,800-171|3.13.5,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,800-53|SC-7,CN-L3|8.1.10.6(j),CSCv7|5.1,CSCv7|9.4,CSCv8|4.1,CSCv8|4.5,CSCv8|4.8,CSF|DE.AE-1,CSF|DE.CM-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.AC-5,CSF|PR.DS-5,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,CSF|PR.PT-4,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ISO/IEC-27001|A.13.1.3,ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,ITSG-33|SC-7,LEVEL|1A,NESA|M1.2.2,NESA|T3.2.5,NESA|T4.5.4,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS1,NIAv2|GS2a,NIAv2|GS2b,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|6.2,QCSC-v1|7.2,QCSC-v1|8.2.1,QCSC-v1|13.2,SWIFT-CSCv1|2.3,TBA-FIISB|43.1

Policy Value:
cmd: /usr/libexec/ApplicationFirewall/socketfilterfw --getstealthmode
expect: Stealth mode enabled

Actual Value:
The command '/usr/libexec/ApplicationFirewall/socketfilterfw --getstealthmode' returned : 

Stealth mode disabled"
"FAILED","""2.5.6 Ensure Limit Ad Tracking Is Enabled"" : [FAILED]

Apple provides a framework that allows advertisers to target Apple users and end-users with advertisements. While many people prefer that when they see advertising it is relevant to them and their interests, the detailed information that is data mining collected, correlated, and available to advertisers in repositories is often disconcerting. This information is valuable to both advertisers and attackers and has been used with other metadata to reveal users' identities.

Organizations should manage advertising settings on computers rather than allow users to configure the settings.

Apple Information

Ad tracking should be limited on 10.15 and prior.

Rationale:

Organizations should manage user privacy settings on managed devices to align with organizational policies and user data protection requirements.

Impact:

Uses will see generic advertising rather than targeted advertising. Apple warns that this will reduce the number of relevant ads.

Solution:
Perform the following to set limited ad tracking:

Open System Preferences

Select Security & Privacy

Select Privacy

Select Apple Advertising

Uncheck Personalized Ads

Terminal Method:
For each needed user, run the following command to enable limited ad tracking:

$ sudo -u <username> defaults -currentHost write /Users/<username>/Library/Preferences/com.apple.Adlib.plist allowApplePersonalizedAdvertising -bool false

example:

$ sudo -u seconduser defaults -currentHost write /Users/seconduser/Library/Preferences/com.apple.Adlib.plist forceLimitAdTracking -bool true

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.AdLib

Add the key forceLimitAdTracking

Set the key to </true>

Add the key allowApplePersonalizedAdvertising

Set the key to </false>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|5.1,CSCv7|9.2,CSCv8|4.1,CSCv8|4.8,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|1A,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
plist_name: com.apple.AdLib.plist
plist_item: allowApplePersonalizedAdvertising
regex: 0
plist_option: CANNOT_BE_NULL

Actual Value:
+ boone = 1"
"FAILED","""2.7.2 Ensure Time Machine Volumes Are Encrypted"" : [FAILED]

One of the most important security tools for data protection on macOS is FileVault. With encryption in place it makes it difficult for an outside party to access your data if they get physical possession of the computer. One very large weakness in data protection with FileVault is the level of protection on backup volumes. If the internal drive is encrypted but the external backup volume that goes home in the same laptop bag is not it is self-defeating. Apple tries to make this mistake easily avoided by providing a checkbox to enable encryption when setting-up a Time Machine backup. Using this option does require some password management, particularly if a large drive is used with multiple computers. A unique complex password to unlock the drive can be stored in keychains on multiple systems for ease of use.

While some portable drives may contain non-sensitive data and encryption may make interoperability with other systems difficult backup volumes should be protected just like boot volumes.

Rationale:

Backup volumes need to be encrypted.

Solution:
Perform the following to enable encryption on the Time Machine drive:
Graphical Method:

Open System Preferences

Select Time Machine

Select Backup Disk...

Select the existing Time Machine backup drive from the Available Drive list

Set Encrypt backups

Select Use Disk

Note: You can set encryption through Disk Utility or diskutil in terminal.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-171|3.8.9,800-53|CP-9,800-53|IA-5(1),800-53|RA-2,CSCv7|10.4,CSCv7|13.6,CSCv7|14.8,CSCv8|3.6,CSCv8|3.11,CSCv8|11.3,CSF|ID.AM-5,CSF|ID.RA-4,CSF|ID.RA-5,CSF|PR.AC-1,CSF|PR.IP-4,GDPR|32.1.b,GDPR|32.1.c,GDPR|32.1.d,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ISO/IEC-27001|A.12.3.1,ITSG-33|CP-9,ITSG-33|IA-5(1),ITSG-33|RA-2,LEVEL|1A,NESA|M2.2.1,NESA|M5.2.3,NESA|T1.3.1,NESA|T2.2.4,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|6.2,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/defaults read /Library/Preferences/com.apple.TimeMachine.plist | /usr/bin/grep LastKnownEncryptionState
expect: LastKnownEncryptionState[\s]*=[\s]*Encrypted

Actual Value:
The command '/usr/bin/defaults read /Library/Preferences/com.apple.TimeMachine.plist | /usr/bin/grep LastKnownEncryptionState' did not return any result"
"FAILED","""2.8 Ensure Wake for Network Access Is Disabled"" : [FAILED]

This feature allows the computer to take action when the user is not present and the computer is in energy saving mode. These tools require FileVault to remain unlocked and fully rejoin known networks. This macOS feature is meant to allow the computer to resume activity as needed regardless of physical security controls.

This feature allows other users to be able to access your computer's shared resources, such as shared printers or iTunes playlists, even when your computer is in sleep mode. In a closed network when only authorized devices could wake a computer it could be valuable to wake computers in order to do management push activity. Where mobile workstations and agents exist the device will more likely check in to receive updates when already awake. Mobile devices should not be listening for signals on any unmanaged network or where untrusted devices exist that could send wake signals.

Rationale:

Disabling this feature mitigates the risk of an attacker remotely waking the system and gaining access.

Impact:

Management programs like Apple Remote Desktop Administrator use wake-on-LAN to connect with computers. If turned off, such management programs will not be able to wake a computer over the LAN. If the wake-on-LAN feature is needed, do not turn off this feature.

The control to prevent computer sleep has been retired for this version of the Benchmark. Forcing the computer to stay on and use energy in case a management push is needed is contrary to most current management processes. Only keep computers unslept if after hours pushes are required on closed LANs.

Solution:
Perform the following disable Wake for network access or Power Nap:
Graphical Method:

Open System Preferences

Select Energy Saver

Uncheck Wake for network access

Terminal Method:
Run the following command to disable Wake for network access:

$ sudo pmset -a womp 0

Additional Information:

man pmset

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.6,800-171|3.4.7,800-53|CM-7,CSCv7|9.2,CSCv8|4.8,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),ITSG-33|CM-7,LEVEL|1A,NIAv2|SS15a,SWIFT-CSCv1|2.3

Policy Value:
cmd: /usr/bin/pmset -g | /usr/bin/grep womp
expect: ^[\s]*womp[\s]*0$

Actual Value:
The command '/usr/bin/pmset -g | /usr/bin/grep womp' returned : 

womp                 1"
"FAILED","""2.10 Ensure Secure Keyboard Entry terminal.app is Enabled"" : [FAILED]

Secure Keyboard Entry prevents other applications on the system and/or network from detecting and recording what is typed into Terminal.

Rationale:

Enabling Secure Keyboard Entry minimizes the risk of a key logger from detecting what is entered in Terminal.

Solution:
Perform the following to enable secure keyboard entries in Terminal:
Graphical Method:

Open Terminal

Select Terminal

Select Secure Keyboard Entry

Terminal Method:

$ sudo -u <username> /usr/bin/defaults write -app Terminal SecureKeyboardEntry -bool true

example:

$ sudo -u firstuser /usr/bin/defaults write -app Terminal SecureKeyboardEntry -bool true

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.Terminal

Add the key SecureKeyboardEntry

Set the key to <true/>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.6,800-171|3.4.7,800-53|CM-7,CSCv7|4.1,CSCv7|5.1,CSCv7|9.2,CSCv8|4.8,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),ITSG-33|CM-7,LEVEL|1A,NIAv2|SS15a,SWIFT-CSCv1|2.3

Policy Value:
plist_name: com.apple.Terminal
plist_item: SecureKeyboardEntry
regex: 1
plist_option: CANNOT_BE_NULL

Actual Value:
+ boone = 0"
"FAILED","""2.11 Ensure EFI Version Is Valid and Checked Regularly - integrity-check"" : [FAILED]

In order to mitigate firmware attacks Apple has created an automated Firmware check to ensure that the EFI version running is a known good version from Apple. There is also an automated process to check it every seven days.

Rationale:

If the Firmware of a computer has been compromised the Operating System that the Firmware loads cannot be trusted either.

Solution:
If EFI does not pass the integrity check you may send a report to Apple. Backing up files and clean installing a known good Operating System and Firmware is recommended.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-53|SA-22,CSCv7|2.2,CSCv8|2.2,GDPR|32.1.b,HIPAA|164.306(a)(1),LEVEL|1A

Policy Value:
cmd: /usr/libexec/firmwarecheckers/eficheck/eficheck --integrity-check
expect: No[\s]+changes[\s]+detected[\s]+in[\s]+primary[\s]+hashes

Actual Value:
The command '/usr/libexec/firmwarecheckers/eficheck/eficheck --integrity-check' returned : 

ReadBinaryFromKernel: No matching services found. Either this system is not supported by eficheck, or you need to re-load the kext
IntegrityCheck: couldn't get EFI contents from kext"
"FAILED","""3.3 Ensure install.log Is Retained for 365 or More Days and No Maximum Size - ttl"" : [FAILED]

macOS writes information pertaining to system-related events to the file /var/log/install.log and has a configurable retention policy for this file. The default logging setting limits the file size of the logs and the maximum size for all logs. The default allows for an errant application to fill the log files and does not enforce sufficient log retention. The Benchmark recommends a value based on standard use cases. The value should align with local requirements within the organization.

The default value has an 'all_max' file limitation, no reference to a minimum retention and a less precise rotation argument.

The all_max flag control will remove old log entries based only on the size of the log files. Log size can vary widely depending on how verbose installing applications are in their log entries. The decision here is to ensure that logs go back a year and depending on the applications a size restriction could compromise the ability to store a full year.

While this Benchmark is not scoring for a rotation flag the default rotation is sequential rather than using a timestamp. Auditors may prefer timestamps in order to simply review specific dates where event information is desired.

Please review the File Rotation section in the man page for more information.

man asl.conf

The maximum file size limitation string should be removed 'all_max='

An organization appropriate retention should be added 'ttl='

The rotation should be set with timestamps 'rotate=utc' or 'rotate=local'

Rationale:

Archiving and retaining install.log for at least a year is beneficial in the event of an incident as it will allow the user to view the various changes to the system along with the date and time they occurred.




Impact:

Without log files system maintenance and security forensics cannot be properly performed.

Solution:
Perform the following to ensure that install logs are retained for at least 365 days:
Edit the /etc/asl/com.apple.install file and add or modify the ttl value to 365 or greater on the file line. Also, remove the all_max= setting and value from the file line.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.3.7,800-53|AU-1,800-53|AU-2,800-53|AU-8,CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.4,CSCv7|6.7,CSCv8|8.1,CSCv8|8.3,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.PT-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-1,ITSG-33|AU-2,ITSG-33|AU-8,LEVEL|1A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|SS30,NIAv2|VL8,QCSC-v1|8.2.1,QCSC-v1|13.2,SWIFT-CSCv1|6.4,TBA-FIISB|37.4

Policy Value:
cmd: /usr/bin/grep -i install\.log /etc/asl/com.apple.install | /usr/bin/grep -i ttl
expect: [Tt][Tt][Ll]=(36[5-9]|3[7-9][0-9]|[4-9]d{2,}|[1-9]d{3,})

Actual Value:
The command '/usr/bin/grep -i install\.log /etc/asl/com.apple.install | /usr/bin/grep -i ttl' did not return any result"
"FAILED","""3.3 Ensure install.log Is Retained for 365 or More Days and No Maximum Size - all_max"" : [FAILED]

macOS writes information pertaining to system-related events to the file /var/log/install.log and has a configurable retention policy for this file. The default logging setting limits the file size of the logs and the maximum size for all logs. The default allows for an errant application to fill the log files and does not enforce sufficient log retention. The Benchmark recommends a value based on standard use cases. The value should align with local requirements within the organization.

The default value has an 'all_max' file limitation, no reference to a minimum retention and a less precise rotation argument.

The all_max flag control will remove old log entries based only on the size of the log files. Log size can vary widely depending on how verbose installing applications are in their log entries. The decision here is to ensure that logs go back a year and depending on the applications a size restriction could compromise the ability to store a full year.

While this Benchmark is not scoring for a rotation flag the default rotation is sequential rather than using a timestamp. Auditors may prefer timestamps in order to simply review specific dates where event information is desired.

Please review the File Rotation section in the man page for more information.

man asl.conf

The maximum file size limitation string should be removed 'all_max='

An organization appropriate retention should be added 'ttl='

The rotation should be set with timestamps 'rotate=utc' or 'rotate=local'

Rationale:

Archiving and retaining install.log for at least a year is beneficial in the event of an incident as it will allow the user to view the various changes to the system along with the date and time they occurred.




Impact:

Without log files system maintenance and security forensics cannot be properly performed.

Solution:
Perform the following to ensure that install logs are retained for at least 365 days:
Edit the /etc/asl/com.apple.install file and add or modify the ttl value to 365 or greater on the file line. Also, remove the all_max= setting and value from the file line.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.3.7,800-53|AU-1,800-53|AU-2,800-53|AU-8,CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.4,CSCv7|6.7,CSCv8|8.1,CSCv8|8.3,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.PT-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-1,ITSG-33|AU-2,ITSG-33|AU-8,LEVEL|1A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|SS30,NIAv2|VL8,QCSC-v1|8.2.1,QCSC-v1|13.2,SWIFT-CSCv1|6.4,TBA-FIISB|37.4

Policy Value:
cmd: /usr/bin/grep -i install\.log /etc/asl/com.apple.install | /usr/bin/grep -i all_max | /usr/bin/awk '{print} END {if (NR == 0) print ""pass - all_max value not found""; else print ""fail""}'
expect: ^pass - all_max value not found$

Actual Value:
The command '/usr/bin/grep -i install\.log /etc/asl/com.apple.install | /usr/bin/grep -i all_max | /usr/bin/awk '{print} END {if (NR == 0) print ""pass - all_max value not found""; else print ""fail""}'' returned : 

* file /var/log/install.log format='$((Time)(JZ)) $Host $(Sender)[$(PID)]: $Message' rotate=seq compress file_max=50M all_max=150M size_only
fail"
"FAILED","""3.4 Ensure Security Auditing Retention Is Enabled"" : [FAILED]

The macOS audit capability contains important information to investigate security or operational issues. This resource is only completely useful if it is retained long enough to allow technical staff to find the root cause of anomalies in the records.

Retention can be set to respect both size and longevity. To retain as much as possible under a certain size the recommendation is to use the following:

expire-after:60d OR 1G

More info in the man page man audit_control

Rationale:

The audit records need to be retained long enough to be reviewed as necessary.

Impact:

The recommendation is that at least 60 days or 1 gigabyte of audit records are retained. Systems that have very little remaining disk space may have issues retaining sufficient data.

Solution:
Perform the following to set the audit retention length:
Edit the /etc/security/audit_control file so that expire-after: is at least 60d OR 1G

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.3.7,800-53|AU-1,800-53|AU-2,800-53|AU-8,CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.4,CSCv7|6.7,CSCv8|8.1,CSCv8|8.3,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.PT-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-1,ITSG-33|AU-2,ITSG-33|AU-8,LEVEL|1A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|SS30,NIAv2|VL8,QCSC-v1|8.2.1,QCSC-v1|13.2,SWIFT-CSCv1|6.4,TBA-FIISB|37.4

Policy Value:
expect: ^expire-after:(([6-9][0-9]|[1-9][0-9]{2,})D|[1-9][0-9]{0,}G)
file: /etc/security/audit_control
regex: ^expire-after:

Actual Value:
Non-compliant file(s):
      /etc/security/audit_control - regex '^expire-after:' found - expect '^expire-after:(([6-9][0-9]|[1-9][0-9]{2,})D|[1-9][0-9]{0,}G)' not found in the following lines:
          10: expire-after:10M"
"FAILED","""3.5 Ensure Access to Audit Records Is Controlled - /var/audit"" : [FAILED]

The audit system on macOS writes important operational and security information that can be both useful for an attacker and a place for an attacker to attempt to obfuscate unwanted changes that were recorded. As part of defense-in-depth the /etc/security/audit_control configuration and the files in /var/audit should be owned only by root with group wheel with read-only rights and no other access allowed. macOS ACLs should not be used for these files.

Rationale:

Audit records should never be changed except by the system daemon posting events. Records may be viewed or extracts manipulated, but the authoritative files should be protected from unauthorized changes.

Impact:

This control is only checking the default configuration to ensure that unwanted access to audit records is not available.

Solution:
Run the following to commands to set the audit records to the root user and wheel group:

$ sudo chown -R root:wheel /etc/security/audit_control

$ sudo chmod -R -o-rw /etc/security/audit_control

$ sudo chown -R root:wheel /var/audit/

$ sudo chmod -R -o-rw /var/audit/

Note: It is recommended to do a thorough verification process on why the audit logs have been changed before following the remediation steps. If the system has different access controls on the audit logs, and the changes cannot be traced, a new install may be prudent. Check for signs of file tampering as well as unapproved OS changes.




Additional Information:

From ls man page

-e      Print the Access Control List (ACL) associated with the file, if

             present, in long (-l) output.

More info:

https://www.techrepublic.com/blog/apple-in-the-enterprise/introduction-to-os-x-access-control-lists-acls/

http://ahaack.net/technology/OS-X-Access-Control-Lists-ACL.html

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.8.1,800-171|3.8.2,800-171|3.8.3,800-53|AC-3,800-53|MP-2,CN-L3|8.1.4.2(f),CN-L3|8.1.4.11(b),CN-L3|8.1.10.2(c),CN-L3|8.5.3.1,CN-L3|8.5.4.1(a),CSCv7|14.6,CSCv8|3.3,CSF|PR.AC-4,CSF|PR.PT-2,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.9.4.1,ISO/IEC-27001|A.9.4.5,ITSG-33|AC-3,ITSG-33|MP-2,ITSG-33|MP-2a.,LEVEL|1A,NESA|T1.3.2,NESA|T1.3.3,NESA|T1.4.1,NESA|T4.2.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.2,NESA|T7.5.3,NIAv2|AM3,NIAv2|SS29,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|13.2,TBA-FIISB|31.1

Policy Value:
file: /var/audit
group: wheel
group: root
mask: 337
owner: root

Actual Value:
The file /var/audit with fmode owner: root group: wheel mode: 0700 uid: 0 gid: 0 uneven permissions : FALSE  does not match the policy value owner: root group: wheel || root mask: 337 uneven permissions : FALSE 

/var/audit"
